date,temperature
2019-04-10,23.827064333124266
2019-04-11,17.92314628974793
2019-04-12,22.896773386173205
2019-04-13,23.286427417366152
2019-04-14,20.988613653891903
2019-04-15,24.193571441669953
2019-04-16,27.020254284072692
2019-04-17,34.43092950605265
2019-04-18,25.872889064159196
2019-04-19,26.28775195361382
2019-04-20,24.627770421169163
2019-04-21,15.406143923504793
2019-04-22,24.867430622753915
2019-04-23,25.301151049705133
2019-04-24,37.316210562426434
2019-04-25,24.038195176094387
2019-04-26,26.507736711668063
2019-04-27,24.826441151473784
2019-04-28,19.15660981190234
2019-04-29,30.714114072575104
2019-04-30,28.759665163433873
2019-05-01,28.955159735215233
2019-05-02,20.453062726026303
2019-05-03,32.013971554680495
2019-05-04,17.990744686038596
2019-05-05,27.934285469001352
2019-05-06,35.952278129049894
2019-05-07,20.04731837434656
2019-05-08,22.16851135198614
2019-05-09,25.498256825438204
2019-05-10,22.482621729419005
2019-05-11,17.246682844669337
2019-05-12,25.342814874030136
2019-05-13,19.688481431369475
2019-05-14,27.36796215317591
2019-05-15,20.402878828830985
2019-05-16,32.7496720250877
2019-05-17,21.083733538318814
2019-05-18,23.38969241897162
2019-05-19,29.067586086848348
2019-05-20,18.845678417830225
2019-05-21,26.137299673020646
2019-05-22,31.53571377141214
2019-05-23,16.96258382719386
2019-05-24,25.92316929266152
2019-05-25,26.299413971242117
2019-05-26,28.90911435888655
2019-05-27,18.81524644560959
2019-05-28,18.397716934578618
2019-05-29,27.60970782808449
2019-05-30,26.48492336616593
2019-05-31,26.252464251729382
2019-06-01,26.732241047484877
2019-06-02,21.599876392107547
2019-06-03,26.161268485805017
2019-06-04,26.465362366493405
2019-06-05,21.42824290986816
2019-06-06,34.328872555723784
2019-06-07,27.36916460455894
2019-06-08,19.043482513986756
2019-06-09,28.28276804316915
2019-06-10,20.126591648863393
2019-06-11,28.93542301871226
2019-06-12,30.79297789503702
2019-06-13,20.89658840824145
2019-06-14,29.81688064622161
2019-06-15,27.06390463468249
2019-06-16,29.11030079997245
2019-06-17,34.48396491326974
2019-06-18,23.773059419985646
2019-06-19,21.23131917821255
2019-06-20,20.552427851872384
2019-06-21,20.920948575172808
2019-06-22,24.614491452929478
2019-06-23,26.70575987408322
2019-06-24,26.383453996650097
2019-06-25,29.13591624518012
2019-06-26,25.065009459389536
2019-06-27,32.26767038578659
2019-06-28,23.67671583381022
2019-06-29,38.600845832948096
2019-06-30,28.12833673882503
2019-07-01,20.714212217918586
2019-07-02,19.64553750969444
2019-07-03,27.412362076215928
2019-07-04,23.882686073370746
2019-07-05,28.57000247046046
2019-07-06,27.366188122867726
2019-07-07,24.635855436715637
2019-07-08,20.766031409657977
2019-07-09,17.425763876570677
2019-07-10,22.767425239664895
2019-07-11,29.28199397161736
2019-07-12,26.07046872065102
2019-07-13,18.771306106440058
2019-07-14,25.86590462925591
2019-07-15,26.926586898644185
2019-07-16,20.580712818994336
2019-07-17,25.76862552972764
2019-07-18,25.29104359223
2019-07-19,19.285148510846884
2019-07-20,26.788936801741418
2019-07-21,27.80392263184117
2019-07-22,30.415256215876383
2019-07-23,30.269010260174515
2019-07-24,18.111653160214544
2019-07-25,20.310874800424386
2019-07-26,27.5751763360433
2019-07-27,27.568929754561044
2019-07-28,27.575238431530238
2019-07-29,44.26365745327361
2019-07-30,27.854452553465833
2019-07-31,30.677828200902994
2019-08-01,29.770008817466014
2019-08-02,28.25695625652899
2019-08-03,23.42365377679827
2019-08-04,28.794846102466337
2019-08-05,21.13587392731214
2019-08-06,23.815906966299956
2019-08-07,22.573182260854484
2019-08-08,25.409370696931614
2019-08-09,36.573292833367546
2019-08-10,15.66367403704126
2019-08-11,28.43130095187257
2019-08-12,16.936420644051744
2019-08-13,22.640340671052833
2019-08-14,30.444752984836832
2019-08-15,25.321400095477316
2019-08-16,19.61127611035347
2019-08-17,21.42348145370016
2019-08-18,28.39798874467338
2019-08-19,21.34816684141432
2019-08-20,26.082292947909874
2019-08-21,25.22785919951907
2019-08-22,21.741998261970913
2019-08-23,35.719720446626624
2019-08-24,28.169595111590056
2019-08-25,14.874287066711965
2019-08-26,25.93227157384714
2019-08-27,21.69106767615806
2019-08-28,29.26216667398112
2019-08-29,21.037396307836495
2019-08-30,24.426317792665504
2019-08-31,27.524936394902287
2019-09-01,29.328775970850607
2019-09-02,18.998517964721117
2019-09-03,23.327493820795258
2019-09-04,22.62527344419522
2019-09-05,21.73335383713144
2019-09-06,33.82727120140548
2019-09-07,27.024908554804778
2019-09-08,18.695580228324772
2019-09-09,29.58930973527388
2019-09-10,35.610780985063165
2019-09-11,30.162326302755734
2019-09-12,17.403150170229935
2019-09-13,22.578829635668743
2019-09-14,31.334555745933113
2019-09-15,21.461652671906094
2019-09-16,27.219097140731144
2019-09-17,28.873170267146683
2019-09-18,20.365347642109583
2019-09-19,24.702373219691
2019-09-20,8.793663299654636
2019-09-21,19.878061793328552
2019-09-22,23.7371592430342
2019-09-23,18.761084090175753
2019-09-24,33.16205651965818
2019-09-25,17.849293110196836
2019-09-26,22.799777566515083
2019-09-27,25.653702886430455
2019-09-28,32.20636644533058
2019-09-29,17.8206892441028
2019-09-30,30.815818760774796
2019-10-01,25.051165305097935
2019-10-02,20.092456744760245
2019-10-03,27.310517371316354
2019-10-04,25.99529847786735
2019-10-05,21.998915614206027
2019-10-06,25.349010424950094
2019-10-07,23.0734320156912
2019-10-08,25.56758672625624
2019-10-09,28.310653372605234
2019-10-10,32.93008408072676
2019-10-11,18.810922505865754
2019-10-12,35.665166873281336
2019-10-13,15.239561002387491
2019-10-14,24.241074524822082
2019-10-15,27.941586032422883
2019-10-16,26.404959338675162
2019-10-17,21.88650240089703
2019-10-18,23.959388748213623
2019-10-19,22.534995326705836
2019-10-20,22.053176215278942
2019-10-21,29.248010485105123
2019-10-22,26.785077429825236
2019-10-23,21.535452023696728
2019-10-24,29.497999377166252
2019-10-25,26.536497604383047
2019-10-26,29.0643105941948
2019-10-27,28.14814420961806
2019-10-28,20.855024945389637
2019-10-29,22.199094799015153
2019-10-30,28.736468025616308
2019-10-31,28.051851327167324
2019-11-01,24.89549203017926
2019-11-02,25.58663691654391
2019-11-03,31.388324478942124
2019-11-04,22.04214305582085
2019-11-05,27.735486905850188
2019-11-06,23.98903673783053
2019-11-07,23.9115939838639
2019-11-08,30.49388425993595
2019-11-09,29.12708174494015
2019-11-10,29.067548180003193
2019-11-11,31.527394035771646
2019-11-12,25.105019208163796
2019-11-13,28.40976485647482
2019-11-14,23.44866621703272
2019-11-15,26.62083176244221
2019-11-16,24.349284728161578
2019-11-17,25.48497982496359
2019-11-18,27.97578512718457
2019-11-19,20.908896583832636
2019-11-20,35.4619363784273
2019-11-21,19.96991309250149
2019-11-22,18.92905693606134
2019-11-23,30.790554367500338
2019-11-24,28.95831346981468
2019-11-25,28.120599085260775
2019-11-26,28.1417275463214
2019-11-27,24.938766135765427
2019-11-28,20.51372814257084
2019-11-29,25.37902279096863
2019-11-30,21.61419144243944
2019-12-01,29.875598667088756
2019-12-02,24.264713092489306
2019-12-03,20.872514016037442
2019-12-04,23.393070791735035
2019-12-05,27.06465727137812
2019-12-06,22.181377235980126
2019-12-07,20.888898022167844
2019-12-08,26.218436057459563
2019-12-09,26.224832855543614
2019-12-10,22.46528412314435
2019-12-11,22.644808471908387
2019-12-12,26.16024968678818
2019-12-13,17.75957829251338
2019-12-14,17.962681128117225
2019-12-15,21.40777889373782
2019-12-16,23.932764241440765
2019-12-17,26.554537827990025
2019-12-18,32.37678108474776
2019-12-19,29.288298116010097
2019-12-20,24.200307350182864
2019-12-21,24.904918960486555
2019-12-22,19.987353176810956
2019-12-23,24.90743432003805
2019-12-24,23.55670680539931
2019-12-25,26.613592801690448
2019-12-26,20.863845282238387
2019-12-27,27.596732571205862
2019-12-28,32.66369456501289
2019-12-29,24.456199257715713
2019-12-30,27.008558610494706
2019-12-31,28.450719958555563
2020-01-01,22.993897640570818
2020-01-02,26.120462409052084
2020-01-03,25.062962003908975
2020-01-04,25.48838049274416
2020-01-05,21.13495108072267
2020-01-06,25.122550871294713
2020-01-07,27.489991456227248
2020-01-08,32.25571803897521
2020-01-09,29.796354130426035
2020-01-10,35.76591228755778
2020-01-11,21.163262185559752
2020-01-12,29.361603183603393
2020-01-13,25.91671002869176
2020-01-14,35.94901466608836
2020-01-15,20.958508573224243
2020-01-16,20.801390789096118
2020-01-17,22.00303677277989
2020-01-18,14.380521378450965
2020-01-19,22.371224891596196
2020-01-20,21.20433669223151
2020-01-21,25.75196893238104
2020-01-22,26.708779878885796
2020-01-23,34.38085419607943
2020-01-24,29.75211919093025
2020-01-25,22.115481721687985
2020-01-26,20.50792664325821
2020-01-27,27.459595857532527
2020-01-28,18.398833964896788
2020-01-29,34.157293829271765
2020-01-30,30.897200603606436
2020-01-31,22.654121739476476
2020-02-01,16.434327354545612
2020-02-02,31.769361870827062
2020-02-03,24.42730077373691
2020-02-04,31.189081559867308
2020-02-05,17.027861706028165
2020-02-06,22.003124885231134
2020-02-07,25.026218498590914
2020-02-08,25.23490296882371
2020-02-09,22.74967264260378
2020-02-10,28.114249661737492
2020-02-11,19.661897853087027
2020-02-12,24.288102574893532
2020-02-13,25.601478158559495
2020-02-14,27.572194170293745
2020-02-15,28.55807439044445
2020-02-16,19.376789540810655
2020-02-17,17.32942914632189
2020-02-18,31.388384109492545
2020-02-19,26.661570059897958
2020-02-20,21.25756731721723
2020-02-21,32.75575987761262
2020-02-22,25.578373171464293
2020-02-23,30.896485920319133
2020-02-24,25.337592407050543
2020-02-25,35.303739624409936
2020-02-26,33.77670421221602
2020-02-27,23.75517925760463
2020-02-28,29.85785475477178
2020-02-29,28.226879747925736
2020-03-01,31.843157787661745
2020-03-02,20.17538269709948
2020-03-03,28.430257299992196
2020-03-04,30.29212243424794
2020-03-05,16.20630256788443
2020-03-06,19.083707436671126
2020-03-07,14.803839111199498
2020-03-08,23.652965827777212
2020-03-09,28.58771127897981
2020-03-10,32.51178526048014
2020-03-11,25.370473902098876
2020-03-12,33.14307772785646
2020-03-13,18.099492708925542
2020-03-14,16.483087803224226
2020-03-15,24.722261505516904
2020-03-16,26.920327244696537
2020-03-17,24.836526259529535
2020-03-18,14.662789499800617
2020-03-19,24.55439980243606
2020-03-20,18.477652497475734
2020-03-21,28.348362744150194
2020-03-22,26.83299123048424
2020-03-23,20.300601068363225
2020-03-24,22.430665413316532
2020-03-25,19.70393239055524
2020-03-26,24.68660451363414
2020-03-27,29.775711602506192
2020-03-28,20.07136976832228
2020-03-29,27.520232577589223
2020-03-30,22.348711908137794
2020-03-31,21.03563583868828
2020-04-01,24.464848200227213
2020-04-02,19.82378838790313
2020-04-03,22.23175347326409
2020-04-04,19.010610537055758
2020-04-05,34.82362566458195
2020-04-06,25.176317759858645
2020-04-07,21.50137246003707
2020-04-08,26.06989955367111
2020-04-09,24.43835975154585
2020-04-10,23.895152002333884
2020-04-11,28.070833500217127
2020-04-12,28.787538550236526
2020-04-13,22.34749426194736
2020-04-14,22.1209087967766
2020-04-15,23.62474151424178
2020-04-16,13.490394176322075
2020-04-17,17.42404468900724
2020-04-18,31.834371337222624
2020-04-19,33.22483856750642
2020-04-20,23.75481980221811
2020-04-21,27.882784815278832
2020-04-22,26.556250772717682
2020-04-23,40.39440404227619
2020-04-24,30.597874557172883
2020-04-25,24.360412042596167
2020-04-26,20.22229779699787
2020-04-27,16.96776839871214
2020-04-28,26.017318179336115
2020-04-29,21.218246273578483
2020-04-30,17.88873145201163
2020-05-01,21.767135578787368
2020-05-02,19.592259981928024
2020-05-03,33.43570817536282
2020-05-04,29.408198784747253
2020-05-05,24.960136793416915
2020-05-06,32.39972069445013
2020-05-07,25.38684153823809
2020-05-08,20.69357899335868
2020-05-09,32.61562038634828
2020-05-10,27.694550218423295
2020-05-11,19.81376922836772
2020-05-12,24.04830660958196
2020-05-13,20.621908733076214
2020-05-14,18.086001345178317
2020-05-15,29.630887737658206
2020-05-16,34.54708320235065
2020-05-17,18.007162130904295
2020-05-18,27.814846183452854
2020-05-19,21.746787154390866
2020-05-20,22.56437308117652
2020-05-21,22.038030378805654
2020-05-22,20.68004615160092
2020-05-23,25.242608139724133
2020-05-24,20.84524941794481
2020-05-25,26.352284128899193
2020-05-26,24.748809452754315
2020-05-27,23.80525976566795
2020-05-28,20.46218168979201
2020-05-29,22.116143347158335
2020-05-30,28.77695612912878
2020-05-31,27.504585938121902
2020-06-01,20.112223776007244
2020-06-02,25.49666152714613
2020-06-03,28.756935616858947
2020-06-04,16.652973594393142
2020-06-05,27.716800961899676
2020-06-06,21.686881205270765
2020-06-07,27.852993342965796
2020-06-08,21.183704217287417
2020-06-09,15.975589496677404
2020-06-10,16.862287810584185
2020-06-11,25.24042473330691
2020-06-12,26.29861250860741
2020-06-13,20.478416874477958
2020-06-14,28.19296229388687
2020-06-15,16.6923996886552
2020-06-16,24.66960100676342
2020-06-17,18.944919001187717
2020-06-18,21.740819460989204
2020-06-19,25.23699335658207
2020-06-20,20.69793317358024
2020-06-21,23.077222278850872
2020-06-22,30.0314640460722
2020-06-23,22.115540652384254
2020-06-24,29.17846056032571
2020-06-25,19.351465726711908
2020-06-26,27.649020889576413
2020-06-27,32.207843103289505
2020-06-28,12.641777499363553
2020-06-29,21.015523722647615
2020-06-30,27.8853606359027
2020-07-01,23.984773069785035
2020-07-02,26.855729366856544
2020-07-03,21.980074066420897
2020-07-04,25.4329489373645
2020-07-05,24.221613823039604
2020-07-06,30.838910308299035
2020-07-07,26.272104216506065
2020-07-08,26.68801331037601
2020-07-09,22.940615169387662
2020-07-10,22.561968879637533
2020-07-11,22.837209060901895
2020-07-12,26.972260711891483
2020-07-13,22.895077595898684
2020-07-14,26.448874284482066
2020-07-15,35.37700399322719
2020-07-16,29.355623517158463
2020-07-17,23.369882339160796
2020-07-18,31.006069610819722
2020-07-19,22.959623134892244
2020-07-20,14.80937732411073
2020-07-21,19.95956844541298
2020-07-22,15.646040394870722
2020-07-23,23.24243257979346
2020-07-24,25.092091895947757
2020-07-25,33.382186561376415
2020-07-26,26.634636868820813
2020-07-27,23.90449735595568
2020-07-28,29.147027905917447
2020-07-29,13.944323454960575
2020-07-30,26.178072790542828
2020-07-31,28.854325969434832
2020-08-01,17.607068771100792
2020-08-02,30.718770216034645
2020-08-03,26.69248203747207
2020-08-04,22.923560430495993
2020-08-05,28.163909330531425
2020-08-06,36.35346428902198
2020-08-07,25.909331275292477
2020-08-08,26.24110293150168
2020-08-09,22.70319550229878
2020-08-10,20.75077815267604
2020-08-11,29.151679082721227
2020-08-12,20.719580870455665
2020-08-13,25.357831186096963
2020-08-14,22.611712766174417
2020-08-15,27.39489912873196
2020-08-16,26.66831052643474
2020-08-17,30.187699721289498
2020-08-18,22.449918005726264
2020-08-19,23.650625323533145
2020-08-20,20.106181421088465
2020-08-21,22.77853369961944
2020-08-22,26.88650246522426
2020-08-23,28.78494308322676
2020-08-24,20.389173379111874
2020-08-25,29.3480296005283
2020-08-26,31.778189294024756
2020-08-27,27.067174516118506
2020-08-28,34.38397906279033
2020-08-29,21.131054004482134
2020-08-30,18.776726483442914
2020-08-31,16.106398755478608
2020-09-01,32.480221557445915
2020-09-02,28.27182828177029
2020-09-03,24.722076645447725
2020-09-04,26.399843131599102
2020-09-05,19.372554763508116
2020-09-06,37.228759898084135
2020-09-07,25.646105909876137
2020-09-08,25.546973973024464
2020-09-09,28.62883311949346
2020-09-10,27.405046158683568
2020-09-11,26.119420121395656
2020-09-12,21.04762772277344
2020-09-13,27.357341785679978
2020-09-14,34.41012248237517
2020-09-15,31.727100230774887
2020-09-16,32.965933133196984
2020-09-17,22.443921617844076
2020-09-18,20.051975898707095
2020-09-19,24.37106539950176
2020-09-20,25.278624561443472
2020-09-21,30.470957592354743
2020-09-22,16.537676851425903
2020-09-23,32.64775159730307
2020-09-24,24.209960507105052
2020-09-25,22.8655946502629
2020-09-26,19.93947812369916
2020-09-27,16.725716640671152
2020-09-28,29.115852919809573
2020-09-29,25.36658983594202
2020-09-30,18.55019550129473
2020-10-01,18.52460613968192
2020-10-02,23.32107650354936
2020-10-03,33.34510762644696
2020-10-04,23.702043243181976
2020-10-05,17.48428523440947
2020-10-06,23.77128467957028
2020-10-07,23.636382151261646
2020-10-08,11.515566785292142
2020-10-09,24.72852566741094
2020-10-10,23.84532734895661
2020-10-11,28.48103182406709
2020-10-12,34.244780474726724
2020-10-13,30.632825147738785
2020-10-14,23.655556547225846
2020-10-15,19.467370456291647
2020-10-16,37.8667990162493
2020-10-17,25.29609217007244
2020-10-18,25.06964645956473
2020-10-19,24.879374564449982
2020-10-20,25.990423803839274
2020-10-21,24.278197940380288
2020-10-22,22.131689965598817
2020-10-23,22.26570529379804
2020-10-24,24.836233648920008
2020-10-25,22.282876144331176
2020-10-26,21.435771086614178
2020-10-27,25.532151138459483
2020-10-28,23.725113912895722
2020-10-29,32.51996494291345
2020-10-30,11.745150958034941
2020-10-31,30.45753425961231
2020-11-01,31.230425962488145
2020-11-02,14.633048837959253
2020-11-03,23.286562029598258
2020-11-04,23.142795670021044
2020-11-05,17.962441526410892
2020-11-06,21.110916562045624
2020-11-07,19.447120772670857
2020-11-08,33.761352217118116
2020-11-09,29.678391965737305
2020-11-10,31.357775474970794
2020-11-11,28.608360320216175
2020-11-12,19.354741143913856
2020-11-13,22.37739866860113
2020-11-14,27.44687280613959
2020-11-15,18.889360955540273
2020-11-16,28.56499215086194
2020-11-17,23.798373009209325
2020-11-18,23.125895962252013
2020-11-19,28.554799841017456
2020-11-20,27.2213165574302
2020-11-21,23.1951691709046
2020-11-22,30.79664901682124
2020-11-23,19.594683362000513
2020-11-24,28.07967803472132
2020-11-25,27.96550628984192
2020-11-26,23.452267803430047
2020-11-27,26.63066511121059
2020-11-28,18.744432118073483
2020-11-29,29.620135096034506
2020-11-30,24.075489317785056
2020-12-01,22.386384897404803
2020-12-02,30.245046129184445
2020-12-03,21.478281547286205
2020-12-04,17.957693518182204
2020-12-05,17.216854132380483
2020-12-06,28.030049756728197
2020-12-07,18.597853237518585
2020-12-08,33.77397090992182
2020-12-09,14.59035296058139
2020-12-10,33.48228184145019
2020-12-11,26.05508733601309
2020-12-12,24.516434440648037
2020-12-13,22.275404565955252
2020-12-14,26.995680571760353
2020-12-15,24.81182648787576
2020-12-16,30.516509410082605
2020-12-17,25.571138243310198
2020-12-18,25.75150880730939
2020-12-19,23.18193893893072
2020-12-20,24.715271881394663
2020-12-21,26.539008844460295
2020-12-22,16.449158036716874
2020-12-23,18.259072889471433
2020-12-24,28.716320470113576
2020-12-25,25.854327190639708
2020-12-26,24.080083318236603
2020-12-27,25.092169665326967
2020-12-28,26.737908526808354
2020-12-29,22.301201598453193
2020-12-30,21.108476372988438
2020-12-31,25.979226275488408
