value,x,y
Land Use,-5.938049872719192,54.59411572125244
Land Use,-5.945075191281396,54.59441495080669
Land Use,-5.960268370047918,54.590736628078695
Land Use,-5.963315363057213,54.59168646034062
Land Use,-5.958851296885022,54.58875399963792
Land Use,-5.958434109926526,54.58905244983241
Industrial Heritage,-5.981964521124573,54.59002228543679
Industrial Heritage,-5.982547366626272,54.59075080214238
Industrial Heritage,-5.984402476605584,54.590781723340896
Industrial Heritage,-5.964446792576162,54.5907171545544
Industrial Heritage,-5.964520763154655,54.59233569532517
Industrial Heritage,-5.97293449634424,54.58492958743908
Industrial Heritage,-5.967836929457931,54.59409858731307
Industrial Heritage,-5.958574995443625,54.58747346832396
Industrial Heritage,-5.961048240984086,54.587515178426855
Land Use,-5.976737587546908,54.596835427938025
Land Use,-5.975743466235137,54.597223122358585
Land Use,-5.982412616006824,54.59785564462266
Land Use,-5.975865658774598,54.584780998645
Land Use,-5.961663524631158,54.5851085844686
Land Use,-5.963634179796561,54.588088849052966
Land Use,-5.973702885927187,54.58503231022369
Land Use,-5.971588566081829,54.584619507667696
Land Use,-5.992644504977378,54.59307514068109
Land Use,-5.967355529552867,54.590406661554354
Industrial Heritage,-5.962174675421222,54.59903493397065
Industrial Heritage,-5.96063294760099,54.59891910768141
Industrial Heritage,-5.957749090007335,54.59779226690624
Industrial Heritage,-5.950573600607042,54.59892883497027
Industrial Heritage,-5.95876215033033,54.59610221591381
Industrial Heritage,-5.969298892719936,54.60202990094465
Industrial Heritage,-5.967192194076448,54.60082648080428
Industrial Heritage,-5.966268896872697,54.60072111557836
Industrial Heritage,-5.965049786419062,54.60034121950724
Industrial Heritage,-5.9720007077275605,54.59749288870203
Industrial Heritage,-5.9720007077275605,54.59749288870203
Industrial Heritage,-5.971893576481552,54.59964748244823
Land Use,-5.962532856428911,54.59620171417168
Land Use,-5.972504093201263,54.5979505730315
Land Use,-5.96565027113384,54.59823086515817
Land Use,-5.966321795227097,54.60090170397184
Land Use,-5.971832050969777,54.59901750426411
ELVs,-5.955312845837784,54.58465099540864
ELVs,-5.953433867456391,54.58911172436391
ELVs,-5.935500122572764,54.5894629171254
ELVs,-5.954542661186728,54.58890585166345
Licensed Sites,-5.950048251888176,54.58844342205937
ELVs,-5.944846453267132,54.59434817040079
Licensed Sites,-5.962271470864222,54.59307053942423
Licensed Sites,-5.962427863606807,54.593037233526765
WMU,-5.965440759750589,54.5791612127636
ELVs,-5.957732371515148,54.59719897579178
ELVs,-5.959156551711075,54.59780703091154
LQPlanApps,-5.9608245748396005,54.59849105861504
WMU,-5.9607665353868935,54.58572241670685
WMU,-5.961759904047908,54.58379839938897
WMU,-5.963093424023016,54.58218559207397
Industrial Heritage,-5.946096864539815,54.60792776988353
Industrial Heritage,-5.932787711626088,54.6048259255664
Industrial Heritage,-5.933865649781345,54.60493418689509
Industrial Heritage,-5.936326111257311,54.60219082072622
Industrial Heritage,-5.936326111257311,54.60219082072622
Industrial Heritage,-5.93622145265443,54.60120068369161
Industrial Heritage,-5.935375599947864,54.60262385626344
Industrial Heritage,-5.938959382918703,54.6021458542491
Industrial Heritage,-5.938604742640765,54.603038314030094
Industrial Heritage,-5.938613818376476,54.60285876841504
Industrial Heritage,-5.938149916510043,54.60285086418879
Industrial Heritage,-5.937636074659505,54.60383045841596
Industrial Heritage,-5.937172162031341,54.6038225503493
Industrial Heritage,-5.939728004579594,54.60224879457151
Industrial Heritage,-5.940523831482879,54.60181309247768
Industrial Heritage,-5.939768821172635,54.60144083857704
Industrial Heritage,-5.9361442209583055,54.6027268193396
Industrial Heritage,-5.936135134400522,54.60290636467962
Industrial Heritage,-5.93903650767923,54.60061971575112
Industrial Heritage,-5.939336687061496,54.60080452878852
Industrial Heritage,-5.956117921124938,54.60872639706376
Industrial Heritage,-5.954885161514199,54.60861571889313
Industrial Heritage,-5.951964713248756,54.60820692623161
Industrial Heritage,-5.950281555820491,54.60781902751392
Industrial Heritage,-5.956291744389509,54.60217030058176
Industrial Heritage,-5.954823511741557,54.60367293925042
Industrial Heritage,-5.956224259048331,54.603516907597154
Industrial Heritage,-5.953131500171218,54.60346462862116
Industrial Heritage,-5.950475591806573,54.60395877019196
Industrial Heritage,-5.9495195081144105,54.60142677421732
Industrial Heritage,-5.948923564358337,54.60096742368447
Industrial Heritage,-5.954335608559996,54.61031357480519
Industrial Heritage,-5.937863346119415,54.60239672986923
Land Use,-5.951059685801844,54.600958690920216
Land Use,-5.948097262232376,54.60108818851538
Land Use,-5.95779616638208,54.605196683568494
Land Use,-5.933528615739924,54.605476517519406
Land Use,-5.941027977510405,54.6031694237153
Land Use,-5.93425180329496,54.60586623675578
Land Use,-5.933850636232239,54.60584141729215
Land Use,-5.939614404212517,54.60296566100818
Land Use,-5.94104319880251,54.60440062857394
Land Use,-5.93729824084279,54.60500173633368
Land Use,-5.940553298482803,54.601229568382834
Land Use,-5.955335150920147,54.60797640515985
Industrial Heritage,-5.984116540859074,54.60596149802067
Industrial Heritage,-5.984268094728521,54.59976442240834
Land Use,-5.984956313553868,54.6002431023724
Defence Heritage,-5.951181647344375,54.60007124199437
Industrial Heritage,-5.944275690662862,54.601068244640416
Industrial Heritage,-5.97177257727897,54.6114157351837
Industrial Heritage,-5.9709026463319,54.61023310897103
Industrial Heritage,-5.96341606280908,54.60516561339771
Industrial Heritage,-5.959426744576697,54.60446945514892
Industrial Heritage,-5.961645228931034,54.60962827714411
Industrial Heritage,-5.963559527240071,54.60229283926338
Industrial Heritage,-5.956635292497568,54.59840241041893
Industrial Heritage,-5.950519468294647,54.60000611734612
Industrial Heritage,-5.951160514616562,54.59956772455908
Industrial Heritage,-5.949928045898607,54.59945699822137
Industrial Heritage,-5.9474089144363305,54.60031278828082
Industrial Heritage,-5.948022898708873,54.60041305260187
Industrial Heritage,-5.956512157616415,54.59777138183661
Land Use,-5.960166560158869,54.60205598696224
Land Use,-5.960257433371246,54.60333338496247
Land Use,-5.967299101991105,54.60364955426717
Land Use,-5.968128916823817,54.60501123502549
Land Use,-5.96867928687267,54.60825505820236
Land Use,-5.96910390826653,54.60905286096612
Land Use,-5.966713593956498,54.60856347254375
Land Use,-5.970007726654823,54.606444421859415
Land Use,-5.956816893610754,54.59786637819567
Land Use,-5.954882856850542,54.59878611105975
Land Use,-5.950949582722695,54.59976182239482
Land Use,-5.948252815827462,54.59984191178233
Land Use,-5.943689463275561,54.60103132808199
Land Use,-5.957862325748671,54.60789329160722
Land Use,-5.971859567009187,54.602198639079866
Land Use,-5.972340561799861,54.60684293344489
Land Use,-5.973028601657983,54.60763615093141
Industrial Heritage,-5.981929305166334,54.62200804232998
Industrial Heritage,-5.974131303699117,54.61379132876952
Land Use,-5.998476227736711,54.60035968711143
Land Use,-5.995823700243915,54.61402673931197
ELVs,-5.936645426513266,54.6029150677286
LQPlanApps,-5.942889105037923,54.60339874956775
LQPlanApps,-5.968275067843792,54.60735876181933
ELVs,-5.979620235822809,54.60580564286721
Industrial Heritage,-5.943632171225239,54.610761107890255
Industrial Heritage,-5.937163540996738,54.61011190983261
Industrial Heritage,-5.955211132050225,54.61446145805873
Industrial Heritage,-5.95570668596407,54.61384088282132
Industrial Heritage,-5.954231998632538,54.61237836676913
Industrial Heritage,-5.951356401785784,54.61107182237923
Industrial Heritage,-5.952471996067122,54.61351664671418
Land Use,-5.936767762372194,54.60967388199895
Land Use,-5.945273997343604,54.60951312853157
Land Use,-5.956097061439491,54.61223018287938
Land Use,-5.949060679437567,54.611473199100296
Land Use,-5.951622511008003,54.61532622005282
Land Use,-6.002418309985341,54.64624766190443
Defence Heritage,-5.99585393704859,54.641116637225856
Industrial Heritage,-5.970440524649074,54.63816847705309
Industrial Heritage,-5.971631225683189,54.63603205716479
Industrial Heritage,-5.959476176374413,54.64058977840792
Land Use,-5.949574661201689,54.63972164459866
Industrial Heritage,-5.957421632396846,54.6136002923835
Industrial Heritage,-5.957802943428977,54.61216913375316
Industrial Heritage,-5.9635728355445865,54.61442275741568
Land Use,-5.965186022563708,54.61559996633245
Land Use,-5.957486129111931,54.61262201996369
Land Use,-5.956106142495501,54.61050522231829
Land Use,-5.954737592189913,54.61094033276691
Industrial Heritage,-5.99279431915093,54.63090405800556
Industrial Heritage,-5.986334963603459,54.62998813092603
Industrial Heritage,-5.984770469311972,54.627176776195846
Land Use,-5.984942601807466,54.62432244487155
Land Use,-5.993926166439928,54.62993448578958
Land Use,-5.994376292921904,54.632745225405685
Land Use,-5.994922834395853,54.634227798490336
Land Use,-5.984865837291703,54.627753397295294
Land Use,-5.987561083287312,54.63212895587824
Industrial Heritage,-5.984677904955429,54.62591734948597
Industrial Heritage,-5.984076768040983,54.62554794253285
Industrial Heritage,-5.982940368947597,54.62660719730747
Industrial Heritage,-5.9777598204233255,54.62490346761233
Industrial Heritage,-5.972963734053984,54.61547891454825
Land Use,-5.966448650654128,54.616357955262686
Land Use,-5.979575247623039,54.62139373229426
Land Use,-5.97222278802148,54.61419064076943
Land Use,-5.969391481566059,54.62503290435408
Industrial Heritage,-5.9633009925529645,54.63535308709237
Industrial Heritage,-5.954850792046764,54.62164333849524
Industrial Heritage,-5.954352135776604,54.61615408420457
Land Use,-5.974652321187225,54.62636097223543
Land Use,-5.973709326580243,54.63006494314792
Land Use,-5.956132005272212,54.61801708957029
Land Use,-5.955967127126458,54.62284821169061
Land Use,-5.956934227134368,54.63228076433912
Land Use,-6.002076541923285,54.64689791539688
Land Use,-6.006637066732122,54.642354887135234
Land Use,-5.998969235271773,54.65337857428429
Land Use,-5.981413440304692,54.63242192502731
Land Use,-5.977348363675928,54.64223745004352
Land Use,-5.971520883306233,54.6429126441508
Land Use,-5.975682433689557,54.647079413696034
Land Use,-5.966912925612194,54.64832512054081
Land Use,-5.954217307049982,54.64042913952926
Land Use,-6.008612722985712,54.6304645196283
Land Use,-5.99809334529169,54.62770335311618
Land Use,-6.006884378180179,54.6357191625877
Land Use,-6.004120159418295,54.63871049533804
Licensed Sites,-5.995434725783432,54.655611241211
LQPlanApps,-6.020289554891531,54.640350686312
ELVs,-5.980552179819922,54.63229974027767
Licensed Sites,-5.965995529097622,54.64901053334191
ELVs,-6.000399794794991,54.63056272653678
Licensed Sites,-5.999803341879441,54.6304091138091
LQPlanApps,-5.957801594276429,54.612196065877576
LQPlanApps,-5.9557916997666895,54.61029325652808
ELVs,-5.992394534336778,54.63398822461589
LQPlanApps,-5.9836560547969855,54.62497488569911
Licensed Sites,-5.952541873420556,54.625377982119
WMU,-6.040051320779614,54.62402343437585
WMU,-5.994191584238455,54.65599497121329
WMU,-6.007369461485999,54.63973438759864
Industrial Heritage,-5.932800952426576,54.61677621821259
Industrial Heritage,-5.933301565962487,54.60995616241708
Industrial Heritage,-5.919750016595131,54.61161081222141
Industrial Heritage,-5.9244486722617005,54.61357835000389
Industrial Heritage,-5.919377652527846,54.60980740289007
Industrial Heritage,-5.928421291964734,54.60547005115292
Industrial Heritage,-5.929244654313541,54.604495791723295
Industrial Heritage,-5.929694899031696,54.60477304706632
Industrial Heritage,-5.925318647330588,54.608651504043934
Industrial Heritage,-5.926419493066271,54.60831097237144
Industrial Heritage,-5.924887354307486,54.604960245333714
Industrial Heritage,-5.929794848253287,54.60585296016906
Industrial Heritage,-5.92634187441564,54.60983709677684
Industrial Heritage,-5.926046255950347,54.60956247970428
Industrial Heritage,-5.933633672163957,54.606457678507375
Industrial Heritage,-5.923666951656903,54.61068973089618
Industrial Heritage,-5.932073543422108,54.60670057655931
Industrial Heritage,-5.920100567557928,54.61080818477081
Industrial Heritage,-5.922492823180575,54.61246658489055
Industrial Heritage,-5.922797586645116,54.612561666960346
Industrial Heritage,-5.923206713552397,54.613646892375165
Land Use,-5.92538781785349,54.608508929514606
Land Use,-5.926505779402504,54.609049223176775
Land Use,-5.923400715702,54.61287750934893
Land Use,-5.9241540300370215,54.61298028440549
Land Use,-5.922226135853349,54.612839377367735
Land Use,-5.924865762777371,54.61389997884964
Land Use,-5.929219195413483,54.615663735850575
Land Use,-5.925272779550075,54.606206789239344
Land Use,-5.934466069950454,54.61019168573295
Land Use,-5.919510651017244,54.609324497534764
Land Use,-5.9371196540643245,54.6134266278076
Land Use,-5.937622003411792,54.61481888006742
Land Use,-5.935937509677235,54.618429085171485
Land Use,-5.93190022711834,54.60706600025433
Land Use,-5.919688620906441,54.61918413781393
Land Use,-5.919091157281538,54.62057553019026
Defence Heritage,-5.927883136863302,54.620627547948565
Defence Heritage,-5.937644082449512,54.62356165397789
Industrial Heritage,-5.940209063695724,54.62642661866397
Industrial Heritage,-5.927162693724941,54.62413733368978
Industrial Heritage,-5.923015448180354,54.61436241188306
Industrial Heritage,-5.922645745526246,54.61857902728946
Industrial Heritage,-5.921953742564931,54.62000475025658
Industrial Heritage,-5.922011380094032,54.624947499472974
Industrial Heritage,-5.923789401649674,54.62956036776767
Industrial Heritage,-5.93522597239962,54.620860866440914
Land Use,-5.929454573508288,54.618039806164646
Land Use,-5.92299916452983,54.61893550914507
Land Use,-5.921314217087851,54.61797213716612
Land Use,-5.9241219769086895,54.62820035140992
Land Use,-5.922089902959525,54.62856980732557
Land Use,-5.938300088867106,54.62681640977662
Land Use,-5.935367897275114,54.6192819285124
Land Use,-5.922721326975117,54.61679230522513
Land Use,-5.924628601291672,54.61642968795426
Land Use,-5.93768267685775,54.62249309813709
Land Use,-5.938500754532956,54.621931996451536
Land Use,-5.93748328289299,54.62123180175509
Land Use,-5.939194209291076,54.621997716407805
Land Use,-5.939930035012655,54.62245050792573
Land Use,-5.939067966027003,54.62020755421887
Land Use,-5.935261915843248,54.62076264472077
Land Use,-5.935034421175397,54.621279893010566
Land Use,-5.922318515905298,54.62955309780818
Industrial Heritage,-5.947643255112692,54.63562771707301
Industrial Heritage,-5.923375817544007,54.64374956690113
Industrial Heritage,-5.922540546973194,54.63582844110961
Industrial Heritage,-5.938084833994104,54.63780136675172
Industrial Heritage,-5.920847381106126,54.63561967002976
Land Use,-5.920757065868531,54.63617518882321
Land Use,-5.920768552319315,54.63321931986905
Land Use,-5.923647814164366,54.63476923993944
Land Use,-5.922662886829454,54.64071837834364
Licensed Sites,-5.9246571571008895,54.614956634189575
Licensed Sites,-5.930735961206249,54.61597720102532
Licensed Sites,-5.910259975080275,54.63668626812858
LQPlanApps,-5.935360201310645,54.62096199137128
Land Use,-5.777497087795055,54.57391304217202
Industrial Heritage,-5.79160314557023,54.58247386958173
Industrial Heritage,-5.775063892997556,54.593582167843785
Land Use,-5.767838908622805,54.60062836774743
Land Use,-5.827299584780959,54.594226070573896
Industrial Heritage,-5.815080167645419,54.58604505704382
Industrial Heritage,-5.8089029996640855,54.58871876320063
Industrial Heritage,-5.799909416871385,54.58621935354552
Industrial Heritage,-5.803589801749204,54.58682535233704
Industrial Heritage,-5.813128647114355,54.58493155978011
Industrial Heritage,-5.77919364324768,54.5944667293098
Industrial Heritage,-5.781828102695259,54.59154990395323
Industrial Heritage,-5.777319047288598,54.59479171589649
Land Use,-5.7913766465911865,54.57636869855605
Land Use,-5.787973988168648,54.58321623642989
Land Use,-5.79056547949548,54.58049611969116
Land Use,-5.7847694728313686,54.57841333534818
Land Use,-5.794553584973099,54.58398332100186
Land Use,-5.801163452502856,54.595389181119984
Land Use,-5.801261554689089,54.59500459684267
Land Use,-5.808779928739519,54.59446710994674
Licensed Sites,-5.810915536381649,54.59677005891866
LQPlanApps,-5.811869108246135,54.59341783514424
Land Use,-5.814119833605028,54.58953196257318
Land Use,-5.808866301262521,54.588825921830505
Land Use,-5.808126254665149,54.58820151611355
Land Use,-5.780655883730353,54.59375676615244
Land Use,-5.778312502894989,54.59445055088356
Land Use,-5.784991198465842,54.59541763658467
Land Use,-5.77771314936725,54.5949427212412
WMU,-5.785207900235934,54.59484654367736
WMU,-5.780667943073732,54.5929662784789
Industrial Heritage,-5.995780828398668,54.5449677967036
Land Use,-5.99733008937508,54.54331327518463
Industrial Heritage,-6.017547996779608,54.54227175804749
Industrial Heritage,-6.012366687794881,54.54712841875055
Industrial Heritage,-6.015259800080589,54.54483985463985
Industrial Heritage,-6.017878590018492,54.5418279306284
Land Use,-6.003425437196835,54.54318047016166
Land Use,-6.019288682868671,54.545894262801134
Land Use,-6.0205028788980055,54.53965164173991
Land Use,-6.015953578948899,54.54519266863283
Industrial Heritage,-6.003257133683331,54.55326780719668
Industrial Heritage,-6.007593724249725,54.54992505320711
Industrial Heritage,-6.01373882377902,54.56341370300362
Industrial Heritage,-6.001536200407228,54.55368862684686
Industrial Heritage,-6.00604604611682,54.55313412665336
Industrial Heritage,-6.00264371267817,54.55316782718519
Industrial Heritage,-6.004545371523368,54.55221087693255
Industrial Heritage,-6.01125072451633,54.54782886565343
Land Use,-6.009102362243898,54.5478294522105
Land Use,-6.008705432517228,54.54931441877879
Land Use,-5.999978793363027,54.55550479616642
Land Use,-6.003478025309662,54.55412502537873
Land Use,-6.001810265821744,54.55377402045194
Land Use,-6.01273764230008,54.56238195913016
Land Use,-6.004591249709024,54.54937238669911
Land Use,-5.9998790824852986,54.54901600137664
Land Use,-6.007400953373141,54.55007462104267
Industrial Heritage,-6.03676613668773,54.56684455365507
Industrial Heritage,-6.034942295722619,54.5661859931347
Land Use,-6.043280900519738,54.56964558685216
Defence Heritage,-6.039246874048013,54.60179993874026
Land Use,-6.063399786083808,54.55985246145584
Land Use,-6.064000286343656,54.56349195152582
Land Use,-6.063131211497348,54.56682039632717
Land Use,-6.027109384745597,54.544602501251234
Land Use,-6.024568547074816,54.54409380061868
Land Use,-6.02408573052008,54.53617916515544
Land Use,-6.050184878686975,54.56237152572723
Land Use,-6.046586014477618,54.56520657892256
Land Use,-6.055533531693709,54.570508063040485
Land Use,-6.045996755772078,54.57461319487342
Land Use,-6.045855637237441,54.58046903826988
Land Use,-6.053374200225835,54.57136282990615
Land Use,-6.044196343917519,54.56570705147409
Land Use,-6.046860295557381,54.56335114106873
Land Use,-6.007270577535946,54.58760253048618
Land Use,-6.0059736315731,54.58691627700685
Land Use,-6.034615101546972,54.574590524959
Land Use,-6.041220867260511,54.57616220988513
Land Use,-6.024030111096839,54.57983596150801
Land Use,-6.054958102811495,54.584209670349
Land Use,-6.0482169216987005,54.59578137649504
Land Use,-6.049775136388313,54.59620183513474
Land Use,-6.043713399374628,54.58708319986492
Land Use,-6.052966871112952,54.59352185551764
Land Use,-6.031011218379837,54.58421760943133
Land Use,-6.020988669490645,54.58258952749977
Land Use,-6.012695177044072,54.584223591422486
Land Use,-6.065645577990544,54.57412935964809
Land Use,-6.045692591282669,54.60454575391084
Land Use,-5.993002991883901,54.53292675058071
Land Use,-5.984992301704651,54.53276654405442
Industrial Heritage,-5.999935704641966,54.539016658534216
ELVs,-6.022287200489871,54.54652736471092
Licensed Sites,-6.039852948305143,54.56857479131025
Licensed Sites,-6.065160052104749,54.55891925795852
Licensed Sites,-6.056995110743706,54.56124121856165
ELVs,-6.049878124778931,54.563938930953455
Licensed Sites,-6.056903845459698,54.56185970714713
